cpu_usage,memory_usage,error_rate,response_time,failure
38.42,69.91,4.78,3699.47,0
46.52,79.21,4.11,1002.8,0
49.03,25.9,0.6,664.43,0
35.55,66.85,15.31,315.13,0
35.83,33.93,17.71,3622.3,0
64.36,34.28,0.43,4230.12,0
21.68,74.2,7.58,3958.33,0
94.89,44.41,4.8,4066.49,1
95.29,98.17,19.95,4420.15,1
25.23,31.55,18.48,3995.0,0
50.26,49.94,11.99,4887.21,1
23.7,69.28,3.78,2723.79,0
46.21,24.26,15.91,4376.97,1
97.47,90.87,4.18,498.9,1
73.08,25.19,10.17,3781.41,1
60.73,59.89,9.29,1676.93,0
75.56,77.25,9.9,1414.84,1
93.69,66.72,0.73,1175.68,0
89.05,51.67,6.12,4454.67,1
94.84,49.93,11.01,758.22,0
55.56,48.13,11.68,2379.74,0
54.09,57.4,8.18,4042.07,1
50.59,34.37,4.68,3262.24,0
26.59,87.41,10.26,3253.91,1
94.13,27.87,1.43,287.58,0
35.73,46.34,6.05,4096.27,0
41.96,76.45,19.96,4992.18,1
79.19,92.99,0.17,1567.42,1
82.65,52.3,8.12,2941.77,1
57.76,61.01,15.22,831.48,0
38.15,79.93,9.49,2627.54,1
80.61,77.8,9.23,3980.38,1
35.03,81.61,13.96,1126.97,0
64.68,49.98,11.55,728.89,0
20.77,84.83,16.69,1765.13,0
74.86,52.27,15.57,2734.26,1
21.86,82.83,18.44,853.09,1
46.42,70.39,12.06,3078.4,1
98.41,36.34,7.81,2719.0,1
28.69,65.56,9.03,4484.24,0
28.35,64.23,0.64,3476.22,0
34.94,25.56,19.26,1490.71,0
72.77,25.6,1.15,2640.81,0
88.78,52.87,3.14,642.65,0
58.26,25.5,19.1,4341.93,1
36.45,54.58,14.19,2426.42,0
95.13,67.0,10.05,3455.7,1
20.6,31.42,1.28,2056.26,0
62.07,92.82,17.58,2355.0,1
78.98,43.03,17.62,2335.9,1
76.93,43.8,12.26,4068.93,1
39.93,92.0,14.66,2343.36,1
34.68,65.49,7.87,4733.87,0
89.64,41.9,12.56,1530.26,1
75.84,77.79,4.35,2518.09,1
64.23,99.63,1.53,615.6,0
46.08,56.07,5.06,2579.72,0
25.86,75.56,14.99,1967.66,1
88.46,51.73,0.21,661.95,0
46.17,79.89,9.7,434.36,0
39.38,96.0,2.81,4120.09,1
33.65,21.45,2.01,1541.31,0
51.27,26.21,15.27,3419.18,0
48.65,37.33,0.69,3407.72,0
75.74,86.92,16.23,3240.96,1
91.76,51.25,6.17,356.83,0
81.79,81.37,18.58,1935.76,1
27.31,53.73,19.79,1751.87,0
73.52,37.65,17.65,4004.93,1
33.43,33.36,8.31,627.65,0
64.96,35.16,4.14,2754.34,0
29.66,37.1,7.13,950.75,0
45.3,51.13,9.18,423.48,0
72.0,49.52,1.35,1170.95,0
67.91,98.65,2.04,2727.29,1
88.04,33.72,19.18,3039.35,1
75.71,74.23,19.45,3499.23,1
70.83,90.72,6.36,4272.62,1
46.81,68.68,11.7,1973.62,1
38.59,67.0,19.77,1239.77,1
91.74,44.71,14.76,3810.5,1
24.79,49.96,5.93,843.19,0
23.03,93.87,11.96,4734.79,1
46.3,42.25,12.87,3826.42,1
98.21,71.84,5.77,216.1,1
46.5,39.38,10.79,4542.5,1
39.87,74.99,14.39,3079.51,1
45.73,55.39,0.12,4362.35,0
35.4,70.75,2.83,1100.68,0
67.41,86.5,18.64,1257.92,1
78.0,44.92,14.43,1300.13,0
39.92,42.83,8.97,3214.46,0
82.5,26.4,19.45,2051.4,1
55.31,60.42,14.7,3825.59,1
83.48,21.58,7.63,4284.81,1
93.72,67.61,3.06,3660.58,1
57.09,56.29,7.5,3069.52,0
30.93,57.54,3.09,1029.17,0
60.06,78.03,9.83,4635.89,1
97.64,49.85,9.79,3241.14,1
52.7,23.11,18.43,1985.65,0
35.54,54.9,5.11,4574.12,0
60.77,59.09,13.77,3512.63,1
94.12,78.85,4.85,269.09,1
70.48,74.11,13.95,3262.13,1
56.44,74.49,5.09,3050.53,1
87.32,20.99,15.42,3257.55,1
51.81,66.89,18.02,2640.83,1
53.84,86.38,5.06,1580.88,1
72.68,50.62,6.16,2116.88,0
78.21,27.11,12.72,3905.79,1
31.42,79.9,18.6,2050.05,1
98.96,85.31,0.03,442.22,0
62.0,72.36,14.66,936.11,1
76.32,35.84,3.64,4747.57,0
85.15,34.85,1.18,995.37,0
40.75,92.18,8.18,3171.5,1
89.47,33.29,5.86,1950.87,0
47.37,66.85,9.56,3396.74,0
24.88,80.14,0.14,2953.98,0
27.75,61.79,0.15,3054.63,0
80.91,94.57,9.46,1751.45,1
49.66,91.21,19.99,4102.55,1
73.21,50.27,1.14,1844.54,0
28.01,56.55,13.97,3653.58,1
31.11,68.15,17.38,1469.39,1
85.2,49.47,12.37,3328.49,1
53.05,35.03,19.72,4791.98,1
21.33,48.82,0.92,4057.03,0
55.54,68.54,8.0,3101.7,0
54.23,94.52,18.62,4935.67,1
92.42,78.74,5.88,1055.88,1
61.6,65.75,17.14,2572.72,1
83.75,44.11,13.46,2788.86,1
33.44,55.7,2.31,3346.95,0
36.93,80.26,13.19,538.22,0
77.26,32.82,18.58,4522.98,1
37.63,40.61,9.53,4497.8,0
30.86,62.76,14.51,543.16,0
89.76,94.54,15.33,3043.33,1
50.16,77.4,14.72,1970.09,1
64.95,88.49,16.17,1195.4,1
27.01,27.13,14.81,4692.33,0
29.29,49.42,17.07,4774.94,1
20.13,24.95,10.71,4250.88,0
45.57,49.2,13.59,4003.17,1
68.13,37.77,7.91,2737.64,0
31.58,95.43,16.74,2549.18,1
68.12,31.67,13.31,4026.33,1
67.91,44.71,19.81,704.97,1
76.52,58.26,16.57,2525.63,1
50.14,98.49,6.66,4156.64,1
78.61,84.83,14.01,357.57,1
34.32,59.0,7.84,4923.51,1
87.88,99.29,10.96,1753.31,1
99.23,80.62,7.82,2686.44,1
75.71,35.61,17.13,2029.49,1
80.18,66.43,16.1,4264.07,1
56.6,33.1,2.75,3510.18,0
31.59,37.45,14.97,3703.06,0
78.08,66.05,13.57,4943.57,1
96.03,54.17,16.83,4637.33,1
97.93,34.37,1.05,4903.36,1
67.47,97.58,12.54,2079.57,1
39.27,59.09,13.76,4777.32,1
50.03,75.34,15.91,3326.74,1
89.19,72.02,5.5,3300.66,1
29.6,26.61,9.78,3377.08,0
21.84,65.84,11.45,1441.25,0
83.55,34.49,9.68,3258.52,1
65.71,27.96,1.27,4553.51,0
34.79,85.03,0.39,2824.69,0
84.98,59.09,10.38,2965.14,1
83.21,29.93,15.06,4831.84,1
34.45,67.93,3.6,2818.14,0
29.84,30.31,4.12,889.93,0
88.12,22.8,19.6,2580.13,1
63.55,53.84,18.9,100.42,0
95.7,61.56,15.66,3329.87,1
66.17,75.61,10.45,4931.5,1
63.06,36.79,1.98,4116.84,0
35.05,43.98,16.65,4791.37,1
37.28,48.73,2.57,3149.33,0
40.4,50.54,18.07,2060.29,0
40.33,54.03,13.89,2725.93,0
78.61,99.63,13.94,1043.87,1
72.59,85.64,12.1,2156.46,1
99.4,54.69,0.52,3057.68,0
29.97,28.8,10.97,423.2,0
49.03,46.68,5.47,4357.39,0
20.79,50.17,19.38,1955.3,0
94.05,34.06,14.57,1602.09,1
59.17,62.32,14.01,4340.45,1
68.6,91.73,3.41,4737.9,1
47.61,79.3,19.36,2705.24,1
87.97,58.15,2.55,146.54,0
32.44,30.11,7.58,3703.57,0
78.03,97.96,14.15,1320.65,1
76.54,34.65,19.72,4012.5,1
42.07,54.22,18.83,4418.8,1
44.41,88.63,18.95,2091.92,1
27.21,26.36,14.6,4729.85,0
24.59,79.47,11.08,2514.97,0
96.97,53.92,10.17,3680.91,1
61.2,99.84,17.76,3519.62,1
69.3,92.87,14.92,3599.38,1
79.97,39.54,14.78,4759.26,1
90.43,62.25,12.18,3076.13,1
73.96,90.55,10.47,1202.84,1
87.15,61.09,19.05,2171.34,1
49.86,29.06,18.28,1323.85,0
81.31,29.43,5.98,1538.37,0
79.04,65.51,4.35,1593.62,1
71.44,86.06,0.71,2368.98,0
59.06,48.46,12.31,1709.9,0
20.41,91.22,3.72,1837.21,0
59.36,26.78,10.29,853.18,0
58.99,32.45,13.13,1207.87,0
43.94,54.27,3.64,4076.56,0
55.09,87.15,3.24,1833.32,0
48.74,89.64,3.97,1028.88,0
51.56,79.51,18.02,885.53,1
58.34,73.22,5.32,2163.37,0
83.99,77.15,6.5,3845.52,1
60.15,93.88,16.86,2005.36,1
28.63,21.69,3.11,2550.0,0
38.92,74.26,6.84,4884.55,1
54.75,43.16,9.72,3828.41,0
32.2,60.9,4.99,3856.97,0
99.54,39.79,16.41,1072.22,1
84.8,76.09,10.05,987.82,1
67.3,70.76,4.59,748.25,0
99.23,94.33,8.53,3120.69,1
24.08,52.58,6.13,3203.22,0
46.89,58.34,10.2,3254.98,0
41.54,42.44,7.02,2148.56,0
23.8,23.27,1.04,3749.3,0
57.76,92.68,2.02,1005.72,0
49.09,44.35,1.94,166.94,0
88.96,46.5,14.83,1870.79,1
62.31,49.73,13.0,1129.16,0
90.98,30.44,14.85,689.74,1
92.97,72.35,3.81,3552.83,1
25.99,63.73,6.86,3654.22,0
36.16,77.66,0.88,1039.36,0
40.2,90.17,17.07,4543.39,1
91.59,55.88,14.35,4563.16,1
53.52,94.51,10.08,207.19,0
75.74,30.31,0.91,2874.26,0
75.5,79.26,7.95,3455.0,1
97.72,33.24,15.01,1982.34,1
52.07,41.72,3.68,884.01,0
75.74,90.33,15.81,2331.66,1
62.01,44.27,4.41,3570.45,0
33.69,23.65,4.76,291.54,0
90.69,94.18,5.41,3974.04,1
39.92,85.87,10.69,106.86,0
68.41,49.53,1.66,3556.76,0
77.77,52.67,12.23,1690.71,0
85.27,85.91,4.39,4829.61,1
97.73,62.99,19.58,3913.11,1
28.52,79.66,7.64,3303.74,0
70.74,64.07,16.34,1181.13,1
66.53,84.62,15.06,862.64,1
78.1,49.49,18.04,559.09,1
34.8,88.99,3.78,2503.54,0
71.81,21.68,3.26,970.9,0
68.63,25.56,1.44,1301.74,0
97.63,28.02,10.54,3661.15,1
68.26,50.23,0.41,4150.16,0
71.56,23.5,4.97,509.62,0
70.19,21.08,19.33,4792.33,1
78.89,47.07,14.15,1091.38,1
65.03,55.55,3.26,1725.61,0
24.47,75.36,12.55,703.07,0
28.23,43.74,10.23,4198.77,0
92.97,21.92,8.54,822.14,0
38.07,90.32,7.69,4432.7,1
28.99,33.56,2.2,598.51,0
48.58,69.26,2.37,4624.27,1
91.65,68.36,3.56,2699.36,1
74.35,32.02,13.35,1577.66,1
47.87,28.31,18.32,3342.49,1
84.86,76.9,1.53,110.68,0
31.89,72.47,6.41,2013.94,0
82.84,58.27,1.35,2931.43,1
42.28,27.24,19.9,991.17,0
45.55,53.91,13.87,2128.33,1
46.68,84.17,13.08,1304.95,1
59.77,62.7,10.65,4124.88,1
66.48,53.75,11.56,3498.14,1
76.25,38.82,0.06,4970.14,0
64.67,96.61,18.42,391.93,1
87.9,89.34,16.38,1544.02,1
88.26,97.75,18.26,1288.24,1
24.47,31.02,19.24,3549.42,0
22.11,97.19,7.43,3536.87,1
25.9,86.99,17.41,247.91,0
26.32,26.17,11.38,4087.19,0
34.59,79.48,14.96,3522.96,1
52.92,46.99,15.63,3506.71,1
32.47,90.49,0.64,3780.55,0
20.87,86.61,13.6,4392.28,1
86.36,93.53,10.04,3575.83,1
32.54,97.85,10.43,4891.84,1
36.95,69.52,4.38,1000.1,0
64.74,87.34,16.33,2395.34,1
71.35,86.18,3.3,4036.36,1
35.58,28.67,1.56,3055.63,0
22.24,42.58,10.83,420.06,0
80.52,44.73,11.03,3228.11,1
41.53,98.13,11.3,2862.32,1
23.65,45.17,18.87,141.55,0
42.59,51.85,3.9,3784.03,0
97.91,76.21,1.95,2095.7,1
28.08,84.6,3.0,2977.16,0
66.91,88.16,5.8,842.54,0
90.82,27.46,14.37,4433.57,1
72.34,81.51,3.22,4821.97,1
78.3,72.11,18.6,1772.93,1
47.12,48.83,17.12,2211.42,1
81.93,51.01,4.18,3090.9,0
32.19,70.22,9.95,4043.16,0
89.64,63.77,19.38,3929.08,1
27.53,45.1,18.68,891.22,0
49.07,27.14,3.58,3882.51,0
57.86,40.48,17.53,3286.43,1
29.92,65.5,0.79,4309.12,0
88.56,93.37,2.58,1896.99,1
96.16,49.89,13.64,2579.12,1
90.04,74.6,12.41,3254.95,1
39.59,85.7,0.16,4279.99,0
32.66,51.94,1.46,2002.29,0
27.48,57.27,12.85,4510.62,1
26.87,78.54,18.35,4620.2,1
35.96,46.3,6.35,4982.55,0
76.18,58.1,5.57,287.58,0
57.6,71.22,6.4,253.48,0
50.42,94.92,7.23,2207.54,1
24.33,89.44,19.05,3449.99,1
70.85,26.69,1.39,2084.84,0
76.98,89.7,10.5,3381.26,1
86.44,27.4,18.03,1775.89,1
33.16,47.94,8.38,2429.95,0
32.86,75.74,7.09,3495.22,0
20.79,82.65,11.94,481.26,0
69.32,45.9,19.73,4700.95,1
78.94,45.32,3.01,2347.43,0
89.14,29.09,19.4,2091.29,1
20.29,56.04,16.65,716.01,0
97.56,27.8,4.37,4897.26,1
63.69,33.29,7.55,1805.62,0
97.74,66.15,0.29,4087.52,1
91.73,60.17,17.36,3526.65,1
56.48,52.83,7.04,2758.09,0
81.21,29.07,3.52,2199.08,0
67.59,63.42,7.63,4240.95,1
55.0,42.66,12.41,4633.16,1
99.63,84.48,2.08,3283.16,1
52.9,59.71,15.03,4643.42,1
55.53,66.5,0.65,1520.53,0
37.83,56.37,7.62,1058.25,0
29.96,97.41,18.28,2123.38,1
76.31,79.29,0.15,1935.75,0
42.69,90.37,5.29,4208.57,1
53.18,39.32,18.0,2131.33,0
32.27,49.95,16.33,4118.17,1
46.81,96.73,19.86,1284.97,1
35.41,71.55,16.57,4026.53,1
30.31,70.9,19.55,951.21,1
61.38,54.99,1.99,4025.74,0
70.52,82.74,16.86,3173.86,1
64.23,95.9,4.08,557.0,0
70.31,67.46,0.56,3567.12,1
26.3,50.59,14.85,739.69,0
70.52,48.65,4.79,4499.76,1
62.83,39.62,15.6,3951.64,1
72.74,42.0,18.7,3174.45,1
66.35,28.27,9.18,3019.88,0
42.6,91.57,1.86,2521.8,0
87.07,51.26,9.82,207.59,0
96.74,26.11,13.75,1938.75,1
92.66,84.68,3.6,149.69,0
65.38,68.53,0.63,4881.99,1
58.71,69.12,10.93,876.1,0
94.13,35.43,0.59,212.89,0
32.19,89.35,2.3,1163.09,0
37.58,78.22,18.8,1411.19,1
96.26,47.88,11.03,1542.17,1
59.66,61.01,8.0,1045.97,0
74.96,90.99,5.62,2024.85,1
81.32,44.93,15.88,4773.43,1
90.63,53.9,14.94,4097.87,1
68.58,54.35,11.34,1932.41,1
25.14,33.38,0.68,2605.65,0
43.48,86.13,12.9,4829.21,1
22.4,34.39,6.45,3975.39,0
25.81,72.56,7.44,3919.62,0
45.49,20.87,6.58,2380.35,0
91.9,64.93,7.71,3048.83,1
28.23,42.24,12.16,4428.46,1
25.99,91.41,8.44,3805.39,0
45.61,35.77,16.05,2543.39,1
53.7,29.93,3.42,1701.69,0
66.11,42.8,12.87,4294.91,1
92.93,42.75,16.83,2073.77,1
93.44,23.13,12.9,440.33,0
84.2,77.86,5.49,3793.09,1
64.52,45.05,12.25,2027.3,1
56.37,87.89,19.34,694.92,1
69.44,22.34,0.96,150.94,0
45.83,75.01,8.71,933.94,0
92.18,49.51,18.06,4948.87,1
89.44,40.78,15.7,642.94,1
26.0,46.35,12.26,4081.18,0
33.63,31.02,9.21,718.81,0
80.24,91.02,19.32,2125.14,1
29.79,62.21,11.56,3340.22,1
45.75,78.47,4.52,1392.68,0
26.62,64.68,17.46,3331.46,1
36.47,26.24,19.44,395.31,0
37.29,85.48,3.76,612.22,0
67.24,62.21,17.17,3826.39,1
56.32,32.32,10.09,4579.21,0
49.09,98.01,17.36,2615.97,1
35.04,42.23,3.28,1605.02,0
71.87,31.78,17.52,3750.63,1
91.53,34.96,0.57,3343.24,0
41.25,94.15,1.68,2214.22,0
60.18,60.63,1.06,1435.69,0
71.89,78.56,8.45,1540.63,1
67.52,62.37,9.87,2224.47,1
71.71,96.72,4.39,360.38,0
41.29,25.27,2.02,1209.68,0
77.27,51.35,2.03,3696.23,1
41.46,36.46,15.71,1803.4,0
67.71,78.71,1.88,2565.88,0
58.14,44.43,18.13,1269.24,0
25.56,34.99,18.0,794.98,0
57.97,46.72,3.55,1392.78,0
74.34,88.25,11.88,4850.75,1
59.06,39.8,2.19,4112.74,0
99.23,86.83,10.51,919.79,1
27.51,44.37,14.72,2317.82,0
99.18,40.59,9.73,1885.02,0
48.21,76.81,17.83,3895.18,1
92.17,67.66,2.26,3460.34,1
21.66,98.29,17.13,3330.9,1
59.83,39.55,14.82,4869.12,1
79.55,35.51,19.1,3229.8,1
90.17,74.3,17.98,2301.42,1
62.15,41.22,13.58,4451.18,1
53.38,99.52,6.19,301.39,0
47.46,68.99,8.67,2329.64,1
83.39,43.07,19.39,2544.74,1
57.31,32.02,19.33,3156.6,1
44.29,43.06,16.0,176.4,0
42.64,67.45,1.06,1598.53,0
72.82,20.05,5.03,1816.07,0
88.72,73.23,15.38,859.68,1
41.65,99.67,3.93,2967.6,0
37.51,57.85,7.09,4077.37,0
53.81,97.35,1.96,1380.18,0
44.86,65.11,13.58,1680.15,0
74.67,35.96,2.71,2815.99,0
26.85,65.33,12.57,2774.57,0
90.07,54.95,2.77,2265.32,0
94.79,77.01,9.37,2195.58,1
52.82,22.21,11.18,4791.71,0
80.47,69.22,6.05,1288.96,0
30.18,63.46,11.31,1537.38,0
51.41,52.24,0.12,4056.66,0
56.82,24.35,1.09,4166.48,0
46.68,27.79,5.81,2459.19,0
24.87,79.24,13.49,3722.88,0
36.41,31.53,14.81,2526.99,0
74.05,88.18,6.02,1623.37,1
20.52,58.8,13.76,662.07,0
68.3,29.68,1.94,1101.04,0
86.62,55.51,1.11,696.88,0
98.62,85.62,16.83,2778.92,1
74.51,88.75,12.34,2218.53,1
34.78,85.48,13.15,936.8,0
63.73,58.09,5.8,3370.92,1
59.44,73.42,7.82,3518.5,1
53.35,53.99,0.56,2339.7,0
20.88,44.22,12.9,4476.78,0
23.41,92.56,19.26,2392.74,1
42.15,98.54,7.15,4293.61,1
47.91,76.5,7.81,407.55,0
48.15,77.54,6.79,3604.39,1
42.27,81.01,6.06,2030.25,0
71.61,50.12,9.44,3328.96,1
94.19,82.03,10.51,734.17,1
96.42,47.85,12.35,2078.49,1
88.16,32.73,1.93,620.48,0
58.11,80.79,19.63,4061.92,1
38.93,91.98,3.48,4473.12,1
53.6,25.15,12.24,660.92,0
25.83,81.07,12.13,4219.33,1
45.69,75.9,7.55,4945.47,1
35.98,40.2,8.75,1501.84,0
32.97,85.11,16.17,1042.25,1
70.33,73.49,4.07,4069.04,1
48.76,52.64,10.93,452.63,0
78.4,92.88,12.84,2531.26,1
65.63,57.9,7.04,3130.55,1
31.03,25.37,8.55,1942.98,0
26.25,82.59,5.96,677.84,0
68.12,46.47,4.48,4709.03,1
40.11,76.26,1.36,4370.22,0
25.98,66.03,17.06,4665.86,1
51.94,24.53,13.95,643.28,0
93.39,41.04,0.6,1756.42,0
46.76,81.18,2.79,2780.73,0
93.93,73.07,17.57,1254.52,1
